policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density
ID00529,0.031753521,0.09,0.778846154,C1,4990
ID00530,0.209617022,0.1,0.288461538,C6,13051
ID00531,1.224669462,0.11,0.317307692,C8,8794
ID00532,1.117849209,0.02,0.461538462,C14,7788
ID00533,1.091940082,0.01,0.365384615,C8,8794
ID00534,0.778831395,0.18,0.567307692,C5,34738
ID00535,0.206320747,0.15,0.288461538,C8,8794
ID00536,0.088029582,0.06,0.307692308,C9,17804
ID00537,0.320890215,0,0.509615385,C2,27003
ID00538,0.741556414,0.04,0.288461538,C2,27003
ID00539,0.203017856,0.02,0.548076923,C5,34738
ID00540,0.475795989,0.1,0.644230769,C10,73430
ID00541,1.156103624,0.05,0.596153846,C8,8794
ID00542,1.147195573,0.04,0.442307692,C7,6112
ID00543,0.090112145,0.08,0.5,C5,34738
ID00544,0.496648849,0.03,0.451923077,C5,34738
ID00545,0.852295165,0.11,0.365384615,C8,8794
ID00546,0.522175518,0.08,0.557692308,C5,34738
ID00547,1.239184201,0.15,0.75,C14,7788
ID00548,1.054382671,0.09,0.326923077,C13,5410
ID00549,1.243850257,0.05,0.288461538,C14,7788
ID00550,0.600115479,0.08,0.471153846,C5,34738
ID00551,0.125521887,0.17,0.548076923,C14,7788
ID00552,0.006051495,0.02,0.365384615,C7,6112
ID00553,0.011450844,0,0.605769231,C10,73430
ID00554,0.09915588,0.11,0.375,C3,4076
ID00555,0.592856568,0,0.605769231,C15,290
ID00556,0.092942918,0.04,0.336538462,C3,4076
ID00557,1.160545711,0.04,0.384615385,C8,8794
ID00558,0.510498597,0.03,0.509615385,C13,5410
ID00559,0.051524748,0,0.605769231,C5,34738
ID00560,0.085333418,0.11,0.471153846,C5,34738
ID00561,0.84952688,0.12,0.365384615,C8,8794
ID00562,1.101451201,0.01,0.5,C13,5410
ID00563,0.084416947,0.07,0.423076923,C5,34738
ID00564,0.516592597,0.1,0.451923077,C5,34738
ID00565,0.543433156,0.09,0.355769231,C2,27003
ID00566,1.172729249,0.03,0.721153846,C8,8794
ID00567,1.111542405,0.13,0.5,C21,3264
ID00568,0.295622614,0.13,0.365384615,C14,7788
ID00569,0.858186253,0.01,0.365384615,C2,27003
ID00570,0.561877814,0.18,0.625,C6,13051
ID00571,0.311446579,0.14,0.423076923,C14,7788
ID00572,0.368238979,0.06,0.682692308,C2,27003
ID00573,0.783146522,0.17,0.557692308,C8,8794
ID00574,0.085491414,0.03,0.375,C2,27003
ID00575,1.127345752,0.02,0.740384615,C14,7788
ID00576,0.1735362,0.06,0.480769231,C2,27003
ID00577,0.518133259,0.08,0.692307692,C1,4990
ID00578,0.732063589,0.01,0.413461538,C19,27742
ID00579,1.213699069,0.04,0.317307692,C11,6108
ID00580,0.088226678,0,0.557692308,C3,4076
ID00581,1.020565394,0.1,0.326923077,C8,8794
ID00582,1.024901514,0,0.423076923,C3,4076
ID00583,0.537079541,0.09,0.480769231,C9,17804
ID00584,0.493493867,0.14,0.663461538,C7,6112
ID00585,1.055156003,0.15,0.615384615,C9,17804
ID00586,1.189328963,0.05,0.701923077,C2,27003
ID00587,0.367333144,0.01,0.673076923,C1,4990
ID00588,1.218263222,0.03,0.548076923,C5,34738
ID00589,0.012353562,0.01,0.346153846,C7,6112
ID00590,0.279461234,0.15,0.346153846,C8,8794
ID00591,0.131862907,0.04,0.307692308,C8,8794
ID00592,1.157492974,0.04,0.432692308,C13,5410
ID00593,0.208676901,0.01,0.442307692,C21,3264
ID00594,1.180423476,0.03,0.365384615,C8,8794
ID00595,0.021148115,0.1,0.576923077,C3,4076
ID00596,0.534243233,0,0.355769231,C3,4076
ID00597,0.970083928,0.02,0.605769231,C5,34738
ID00598,0.206468455,0,0.480769231,C5,34738
ID00599,0.491288745,0.03,0.557692308,C5,34738
ID00600,0.829006556,0.04,0.461538462,C2,27003
ID00601,1.188655438,0.09,0.375,C8,8794
ID00602,0.461010626,0.1,0.336538462,C7,6112
ID00603,0.566569897,0.1,0.586538462,C8,8794
ID00604,0.986686337,0.1,0.692307692,C8,8794
ID00605,1.051107818,0.02,0.528846154,C5,34738
ID00606,1.090906326,0.14,0.365384615,C13,5410
ID00607,0.063776174,0,0.548076923,C1,4990
ID00608,0.078868879,0.14,0.538461538,C14,7788
ID00609,0.087996584,0.01,0.317307692,C1,4990
ID00610,0.092302002,0.04,0.673076923,C10,73430
ID00611,1.194579265,0.07,0.576923077,C9,17804
ID00612,0.697451802,0.01,0.365384615,C3,4076
ID00613,0.255854217,0.06,0.442307692,C22,16733
ID00614,1.174787688,0.04,0.567307692,C9,17804
ID00615,1.139906384,0.14,0.413461538,C8,8794
ID00616,0.334877489,0.09,0.394230769,C8,8794
ID00617,1.148874329,0.04,0.673076923,C14,7788
ID00618,0.124527635,0.1,0.432692308,C7,6112
ID00619,1.029892169,0.14,0.432692308,C12,34791
ID00620,1.136999983,0.05,0.519230769,C2,27003
ID00621,0.090374958,0.09,0.326923077,C10,73430
ID00622,1.195103636,0.07,0.634615385,C14,7788
ID00623,0.161397317,0.16,0.451923077,C9,17804
ID00624,0.575185712,0.12,0.423076923,C3,4076
ID00625,0.565717864,0.13,0.5,C10,73430
ID00626,1.241870484,0.07,0.403846154,C8,8794
ID00627,0.905821353,0.03,0.384615385,C5,34738
ID00628,0.385429848,0.01,0.528846154,C18,35036
ID00629,1.066508172,0.02,0.663461538,C6,13051
ID00630,0.579684998,0.02,0.634615385,C9,17804
ID00631,0.120783104,0.1,0.5,C5,34738
ID00632,0.271176152,0.01,0.317307692,C8,8794
ID00633,1.17135801,0.06,0.538461538,C8,8794
ID00634,0.78476277,0.12,0.557692308,C9,17804
ID00635,1.248943419,0.1,0.413461538,C7,6112
ID00636,0.529288735,0.17,0.451923077,C5,34738
ID00637,0.137877431,0.12,0.451923077,C3,4076
ID00638,0.370661421,0.03,0.451923077,C1,4990
ID00639,0.632663603,0.2,0.346153846,C2,27003
ID00640,0.412072797,0.08,0.625,C14,7788
ID00641,0.65627496,0.07,0.355769231,C2,27003
ID00642,0.900348071,0.03,0.509615385,C18,35036
ID00643,0.161522865,0.05,0.682692308,C19,27742
ID00644,0.266924052,0.22,0.317307692,C9,17804
ID00645,0.505837613,0.14,0.336538462,C8,8794
ID00646,0.197008978,0.1,0.317307692,C8,8794
ID00647,0.344160192,0.09,0.596153846,C2,27003
ID00648,1.053722058,0.07,0.509615385,C14,7788
ID00649,0.148418305,0.02,0.346153846,C3,4076
ID00650,1.049661642,0.04,0.740384615,C8,8794
ID00651,0.31423985,0.08,0.346153846,C2,27003
ID00652,0.917276791,0.01,0.403846154,C2,27003
ID00653,0.81155963,0.01,0.442307692,C10,73430
ID00654,1.058265642,0.08,0.634615385,C8,8794
ID00655,0.456926432,0.03,0.307692308,C3,4076
ID00656,0.541782848,0.14,0.615384615,C2,27003
ID00657,0.056799762,0.06,0.596153846,C3,4076
ID00658,0.035026546,0,0.375,C18,35036
ID00659,1.048972708,0.12,0.451923077,C10,73430
ID00660,1.218479089,0.08,0.461538462,C10,73430
ID00661,1.115774761,0.12,0.423076923,C2,27003
ID00662,1.089754842,0.08,0.519230769,C13,5410
ID00663,0.089437631,0.1,0.403846154,C8,8794
ID00664,1.04213502,0.09,0.451923077,C12,34791
ID00665,0.956947773,0.04,0.298076923,C13,5410
ID00666,0.622719795,0.01,0.653846154,C8,8794
ID00667,0.046617233,0.04,0.394230769,C10,73430
ID00668,1.014721861,0.12,0.663461538,C8,8794
ID00669,0.903606725,0.01,0.548076923,C8,8794
ID00670,0.080316084,0.14,0.375,C5,34738
ID00671,0.812419737,0.1,0.375,C17,65567
ID00672,0.269746604,0.03,0.538461538,C5,34738
ID00673,0.53597073,0.05,0.298076923,C3,4076
ID00674,0.475569253,0.13,0.557692308,C8,8794
ID00675,1.218798453,0.06,0.432692308,C1,4990
ID00676,0.041613748,0,0.576923077,C5,34738
ID00677,0.042881297,0.18,0.644230769,C2,27003
ID00678,0.590845252,0.08,0.307692308,C3,4076
ID00679,1.027643418,0.11,0.298076923,C8,8794
ID00680,0.126264183,0.02,0.326923077,C8,8794
ID00681,1.144193761,0.07,0.413461538,C8,8794
ID00682,0.453516563,0.03,0.75,C7,6112
ID00683,0.542914148,0.02,0.692307692,C14,7788
ID00684,1.095859584,0.03,0.480769231,C2,27003
ID00685,0.808820248,0.11,0.461538462,C14,7788
ID00686,1.066335328,0.14,0.432692308,C8,8794
ID00687,0.169004818,0.01,0.375,C5,34738
ID00688,0.011722401,0.12,0.394230769,C13,5410
ID00689,1.084155704,0.01,0.375,C9,17804
ID00690,0.541890348,0.06,0.384615385,C13,5410
ID00691,0.804270174,0.03,0.490384615,C2,27003
ID00692,0.565063867,0,0.759615385,C8,8794
ID00693,0.221757993,0.09,0.288461538,C14,7788
ID00694,0.031744783,0.14,0.5,C8,8794
ID00695,0.243325066,0.16,0.375,C2,27003
ID00696,0.485109813,0.12,0.519230769,C2,27003
ID00697,1.166616839,0.13,0.692307692,C13,5410
ID00698,0.314346839,0.13,0.346153846,C10,73430
ID00699,1.223799304,0.13,0.538461538,C13,5410
ID00700,0.408054172,0.12,0.403846154,C8,8794
ID00701,0.258726487,0.01,0.298076923,C10,73430
ID00702,1.182110987,0.02,0.759615385,C11,6108
ID00703,1.213583998,0.03,0.75,C14,7788
ID00704,1.192426578,0.09,0.461538462,C2,27003
ID00705,1.152837625,0.08,0.471153846,C8,8794
ID00706,0.084563807,0.08,0.826923077,C6,13051
ID00707,1.103848393,0.02,0.528846154,C8,8794
ID00708,0.574930637,0.01,0.346153846,C10,73430
ID00709,0.694785751,0.02,0.480769231,C3,4076
ID00710,0.68714515,0.1,0.538461538,C8,8794
ID00711,0.788824383,0.05,0.317307692,C14,7788
ID00712,0.418891123,0,0.432692308,C14,7788
ID00713,1.078678105,0.03,0.615384615,C10,73430
ID00714,0.522474045,0.08,0.432692308,C13,5410
ID00715,1.214451756,0.09,0.394230769,C5,34738
ID00716,0.944276168,0.1,0.538461538,C9,17804
ID00717,1.22363688,0.08,0.471153846,C13,5410
ID00718,1.016751332,0.06,0.471153846,C9,17804
ID00719,0.040649321,0.16,0.432692308,C2,27003
ID00720,0.695222661,0.01,0.326923077,C8,8794
ID00721,1.147913854,0.11,0.471153846,C8,8794
ID00722,0.515659342,0.11,0.394230769,C5,34738
ID00723,0.268030132,0.02,0.480769231,C8,8794
ID00724,1.211434064,0.09,0.451923077,C8,8794
ID00725,0.085913501,0.1,0.288461538,C9,17804
ID00726,0.326826918,0.11,0.298076923,C5,34738
ID00727,1.117442116,0.08,0.480769231,C14,7788
ID00728,1.031628757,0.16,0.326923077,C8,8794
ID00729,1.241324419,0.05,0.394230769,C2,27003
ID00730,0.183235489,0,0.519230769,C8,8794
ID00731,1.228262798,0.13,0.346153846,C13,5410
ID00732,1.135267654,0.08,0.548076923,C8,8794
ID00733,1.042180743,0.11,0.394230769,C8,8794
ID00734,1.208691911,0.05,0.548076923,C13,5410
ID00735,0.076519282,0,0.403846154,C3,4076
ID00736,1.079754695,0.09,0.288461538,C8,8794
ID00737,0.04968055,0,0.336538462,C17,65567
ID00738,0.236185262,0.03,0.471153846,C5,34738
ID00739,1.122699652,0.04,0.336538462,C8,8794
ID00740,0.087674834,0.06,0.644230769,C2,27003
ID00741,1.157243493,0.08,0.634615385,C13,5410
ID00742,0.994123774,0.03,0.471153846,C7,6112
ID00743,0.52241354,0.05,0.317307692,C5,34738
ID00744,0.205719425,0.2,0.519230769,C15,290
ID00745,0.33559799,0.1,0.451923077,C1,4990
ID00746,0.082531739,0.14,0.317307692,C2,27003
ID00747,1.063674871,0.07,0.701923077,C8,8794
ID00748,0.239140035,0.01,0.567307692,C1,4990
ID00749,0.344448292,0,0.432692308,C9,17804
ID00750,0.094580125,0.01,0.423076923,C19,27742
ID00751,0.594648694,0.11,0.355769231,C8,8794
ID00752,0.073755617,0.08,0.326923077,C2,27003
ID00753,0.671782999,0.19,0.730769231,C8,8794
ID00754,1.177763141,0.12,0.355769231,C8,8794
ID00755,1.156690452,0.04,0.711538462,C5,34738
ID00756,1.085967713,0.15,0.490384615,C8,8794
ID00757,0.199831631,0.03,0.355769231,C17,65567
ID00758,0.303404414,0.02,0.326923077,C1,4990
ID00759,0.096807295,0.01,0.413461538,C10,73430
ID00760,0.604611308,0.08,0.538461538,C5,34738
ID00761,0.082937502,0,0.288461538,C4,21622
ID00762,0.555488551,0.01,0.538461538,C14,7788
ID00763,0.003272228,0.02,0.673076923,C5,34738
ID00764,0.090027163,0.02,0.355769231,C5,34738
ID00765,0.310012311,0.06,0.317307692,C15,290
ID00766,0.533013712,0.18,0.682692308,C5,34738
ID00767,0.538356204,0.1,0.490384615,C14,7788
ID00768,1.226589395,0.16,0.625,C8,8794
ID00769,0.957050051,0.01,0.557692308,C8,8794
ID00770,1.17398445,0.05,0.519230769,C2,27003
ID00771,0.696768568,0.03,0.346153846,C13,5410
ID00772,0.458205016,0.03,0.365384615,C3,4076
ID00773,0.745246179,0.09,0.480769231,C8,8794
ID00774,0.099401936,0.01,0.413461538,C5,34738
ID00775,1.089179102,0.03,0.653846154,C2,27003
ID00776,0.369473157,0.12,0.394230769,C9,17804
ID00777,0.633895004,0.04,0.528846154,C3,4076
ID00778,0.932159944,0.13,0.480769231,C2,27003
ID00779,0.096137837,0.13,0.403846154,C3,4076
ID00780,0.188065633,0.03,0.346153846,C3,4076
ID00781,0.265172858,0.17,0.365384615,C8,8794
ID00782,0.418620945,0.02,0.509615385,C3,4076
ID00783,1.190676348,0.09,0.298076923,C3,4076
ID00784,0.346119047,0.04,0.557692308,C5,34738
ID00785,1.147483619,0.06,0.288461538,C7,6112
ID00786,0.839485056,0.07,0.528846154,C4,21622
ID00787,0.779835906,0.04,0.519230769,C8,8794
ID00788,1.055802668,0.09,0.413461538,C9,17804
ID00789,0.036772044,0.03,0.673076923,C1,4990
ID00790,0.78351482,0.09,0.375,C8,8794
ID00791,0.502602364,0.04,0.375,C3,4076
ID00792,0.634672465,0,0.576923077,C8,8794
ID00793,0.814687373,0.01,0.432692308,C8,8794
ID00794,0.142658513,0.02,0.355769231,C7,6112
ID00795,0.874906332,0.1,0.519230769,C5,34738
ID00796,0.070789467,0.01,0.384615385,C9,17804
ID00797,0.544606657,0.15,0.653846154,C5,34738
ID00798,1.170417851,0.01,0.567307692,C19,27742
ID00799,0.272785954,0,0.432692308,C10,73430
ID00800,1.000030063,0.09,0.307692308,C7,6112
ID00801,0.010285677,0.02,0.298076923,C8,8794
ID00802,0.592848357,0.05,0.326923077,C3,4076
ID00803,1.037213892,0.11,0.451923077,C13,5410
ID00804,0.458585938,0,0.346153846,C2,27003
ID00805,0.97892865,0.1,0.634615385,C10,73430
ID00806,0.475267398,0.01,0.423076923,C7,6112
ID00807,1.094507631,0.03,0.778846154,C2,27003
ID00808,1.028025844,0.05,0.576923077,C5,34738
ID00809,1.092064749,0.12,0.471153846,C2,27003
ID00810,1.249836377,0.15,0.596153846,C8,8794
ID00811,0.288911973,0.04,0.548076923,C10,73430
ID00812,0.571276863,0.09,0.682692308,C9,17804
ID00813,0.07048475,0.14,0.394230769,C10,73430
ID00814,0.262981785,0.17,0.432692308,C8,8794
ID00815,0.801914233,0.1,0.490384615,C8,8794
ID00816,1.06866276,0.16,0.288461538,C12,34791
ID00817,0.30938874,0.12,0.5,C14,7788
ID00818,0.223366964,0.11,0.288461538,C14,7788
ID00819,0.349374743,0.01,0.432692308,C10,73430
ID00820,1.043642705,0.03,0.317307692,C2,27003
ID00821,1.227778918,0.17,0.461538462,C8,8794
ID00822,1.151476783,0.03,0.336538462,C8,8794
ID00823,0.927517573,0.13,0.423076923,C14,7788
ID00824,0.55214062,0.12,0.432692308,C5,34738
ID00825,0.034494773,0.03,0.673076923,C9,17804
ID00826,0.171563855,0.08,0.288461538,C1,4990
ID00827,0.074109179,0.03,0.317307692,C10,73430
ID00828,1.039574808,0.02,0.451923077,C15,290
ID00829,0.096423286,0.05,0.5,C13,5410
ID00830,0.515013967,0.01,0.307692308,C2,27003
ID00831,1.175974201,0.05,0.288461538,C13,5410
ID00832,1.100399672,0.03,0.528846154,C2,27003
ID00833,0.234124598,0.11,0.586538462,C8,8794
ID00834,0.006034025,0.09,0.355769231,C8,8794
ID00835,0.744074889,0.07,0.403846154,C1,4990
ID00836,0.539751319,0,0.365384615,C8,8794
ID00837,0.072198966,0,0.538461538,C3,4076
ID00838,1.168528673,0.13,0.548076923,C5,34738
ID00839,0.426240451,0.01,0.548076923,C1,4990
ID00840,0.076645429,0.01,0.548076923,C10,73430
ID00841,0.130931339,0.01,0.432692308,C10,73430
ID00842,0.500542042,0.01,0.548076923,C5,34738
ID00843,0.132301418,0.12,0.384615385,C8,8794
ID00844,1.21086928,0.13,0.519230769,C8,8794
ID00845,0.052839063,0.07,0.480769231,C2,27003
ID00846,1.11985968,0.09,0.317307692,C8,8794
ID00847,0.549653833,0.18,0.5,C22,16733
ID00848,1.057501482,0.15,0.451923077,C2,27003
ID00849,0.542951873,0.02,0.480769231,C3,4076
ID00850,0.095043252,0.2,0.432692308,C9,17804
ID00851,1.009931037,0.12,0.442307692,C8,8794
ID00852,0.858587475,0.01,0.442307692,C5,34738
ID00853,1.198990276,0.17,0.673076923,C13,5410
ID00854,0.103303675,0.11,0.384615385,C1,4990
ID00855,0.185557266,0.04,0.413461538,C12,34791
ID00856,0.205589599,0.02,0.576923077,C8,8794
ID00857,1.22221527,0.05,0.663461538,C14,7788
ID00858,0.067137263,0.17,0.375,C10,73430
ID00859,1.123514294,0.05,0.490384615,C8,8794
ID00860,0.074516043,0.03,0.413461538,C10,73430
ID00861,1.190468785,0.13,0.326923077,C8,8794
ID00862,1.092338492,0.11,0.528846154,C12,34791
ID00863,1.070252288,0.04,0.509615385,C11,6108
ID00864,0.094204584,0,0.721153846,C7,6112
ID00865,0.748440824,0.12,0.663461538,C14,7788
ID00866,0.819314712,0.01,0.307692308,C3,4076
ID00867,0.343573028,0.04,0.653846154,C5,34738
ID00868,1.091689284,0.07,0.567307692,C14,7788
ID00869,1.132398843,0.05,0.326923077,C19,27742
ID00870,0.804299169,0.01,0.384615385,C3,4076
ID00871,0.60119168,0.15,0.384615385,C9,17804
ID00872,1.234292317,0.04,0.5,C3,4076
ID00873,1.235255731,0.17,0.692307692,C12,34791
ID00874,0.010837564,0,0.355769231,C1,4990
ID00875,0.10404174,0.11,0.298076923,C8,8794
ID00876,0.514294532,0.13,0.442307692,C10,73430
ID00877,0.010018315,0.02,0.317307692,C10,73430
ID00878,0.010148139,0.12,0.586538462,C14,7788
ID00879,0.314663337,0.03,0.759615385,C7,6112
ID00880,0.608107864,0.16,0.740384615,C5,34738
ID00881,1.239557497,0.1,0.317307692,C14,7788
ID00882,1.169550877,0.08,0.423076923,C14,7788
ID00883,0.173588045,0.14,0.509615385,C10,73430
ID00884,1.16272602,0.05,0.298076923,C10,73430
ID00885,0.87421249,0.12,0.413461538,C2,27003
ID00886,1.236503166,0.06,0.663461538,C6,13051
ID00887,0.698401096,0.04,0.413461538,C1,4990
ID00888,1.134030342,0.15,0.432692308,C2,27003
ID00889,0.349234952,0.02,0.461538462,C20,20905
ID00890,0.486100465,0.01,0.307692308,C1,4990
ID00891,0.092659114,0.18,0.403846154,C5,34738
ID00892,0.842527799,0,0.5,C2,27003
ID00893,1.204573892,0.1,0.759615385,C8,8794
ID00894,0.327768142,0.02,0.394230769,C12,34791
ID00895,0.768670207,0.03,0.692307692,C5,34738
ID00896,0.006023973,0.04,0.528846154,C14,7788
ID00897,1.029356522,0.13,0.528846154,C14,7788
ID00898,0.328518627,0.02,0.653846154,C13,5410
ID00899,1.09055759,0.15,0.384615385,C8,8794
ID00900,1.194209894,0.18,0.5,C8,8794
ID00901,0.493571435,0.01,0.663461538,C5,34738
ID00902,1.229692739,0.04,0.413461538,C11,6108
ID00903,0.90841891,0.02,0.653846154,C10,73430
ID00904,0.231180975,0.03,0.375,C5,34738
ID00905,0.581702415,0.13,0.5,C3,4076
ID00906,1.162842304,0.04,0.759615385,C8,8794
ID00907,0.218251093,0.11,0.298076923,C2,27003
ID00908,0.262337458,0.01,0.653846154,C2,27003
ID00909,1.08602184,0.03,0.471153846,C2,27003
ID00910,1.090550629,0.04,0.634615385,C8,8794
ID00911,0.822255645,0.01,0.730769231,C14,7788
ID00912,0.108267787,0.08,0.336538462,C12,34791
ID00913,0.213479974,0.15,0.384615385,C8,8794
ID00914,0.643948301,0.03,0.490384615,C1,4990
ID00915,1.004419971,0.03,0.528846154,C1,4990
ID00916,0.0451747,0,0.548076923,C5,34738
ID00917,1.202101425,0.17,0.403846154,C2,27003
ID00918,0.272470384,0.16,0.346153846,C2,27003
ID00919,0.589362744,0.02,0.557692308,C5,34738
ID00920,0.608895728,0.07,0.5,C5,34738
ID00921,0.529146156,0.05,0.576923077,C2,27003
ID00922,0.251090131,0.07,0.471153846,C8,8794
ID00923,0.195219786,0.17,0.317307692,C8,8794
ID00924,0.698606964,0.01,0.625,C5,34738
ID00925,0.423417063,0.06,0.519230769,C20,20905
ID00926,0.037173328,0,0.528846154,C5,34738
ID00927,0.161383119,0.12,0.423076923,C5,34738
ID00928,1.077536124,0.23,0.5,C6,13051
ID00929,0.37504662,0.12,0.490384615,C8,8794
ID00930,1.091422621,0.13,0.701923077,C9,17804
ID00931,1.153681645,0.04,0.298076923,C2,27003
ID00932,1.211553335,0.03,0.480769231,C5,34738
ID00933,1.110393172,0.05,0.519230769,C8,8794
ID00934,1.016378744,0.07,0.5,C19,27742
ID00935,0.812827601,0.03,0.317307692,C8,8794
ID00936,1.067377501,0.05,0.432692308,C2,27003
ID00937,0.512601249,0.05,0.5,C15,290
ID00938,1.195778577,0.08,0.5,C3,4076
ID00939,0.022651483,0.04,0.288461538,C2,27003
ID00940,1.214177616,0.16,0.461538462,C12,34791
ID00941,1.097609268,0.07,0.644230769,C8,8794
ID00942,0.031132681,0.16,0.317307692,C2,27003
ID00943,1.087138678,0.18,0.509615385,C13,5410
ID00944,1.202239803,0.15,0.567307692,C8,8794
ID00945,0.037226978,0,0.355769231,C9,17804
ID00946,1.245461781,0.04,0.538461538,C8,8794
ID00947,0.280377523,0.05,0.548076923,C2,27003
ID00948,0.293277782,0.04,0.432692308,C14,7788
ID00949,1.175263453,0.04,0.5,C8,8794
ID00950,0.063039745,0.04,0.567307692,C3,4076
ID00951,0.387243191,0.05,0.336538462,C10,73430
ID00952,1.075640681,0.13,0.451923077,C13,5410
ID00953,0.881158595,0.14,0.576923077,C14,7788
ID00954,0.120006905,0,0.423076923,C9,17804
ID00955,1.086780372,0.11,0.509615385,C14,7788
ID00956,1.193444646,0.05,0.605769231,C8,8794
ID00957,0.525933142,0.02,0.528846154,C14,7788
ID00958,0.072946071,0,0.423076923,C1,4990
ID00959,1.05490507,0.09,0.788461538,C8,8794
ID00960,1.119179478,0.01,0.548076923,C8,8794
ID00961,0.112883294,0,0.451923077,C11,6108
ID00962,1.013331559,0.03,0.480769231,C8,8794
ID00963,1.089364368,0.14,0.5,C8,8794
ID00964,0.57180039,0.11,0.538461538,C3,4076
ID00965,0.058164901,0.09,0.403846154,C3,4076
ID00966,1.111819562,0.06,0.576923077,C8,8794
ID00967,0.494277913,0.17,0.682692308,C5,34738
ID00968,1.172340775,0.15,0.365384615,C2,27003
ID00969,0.159278142,0,0.384615385,C1,4990
ID00970,1.09376056,0.09,0.5,C8,8794
ID00971,0.218994729,0.06,0.653846154,C10,73430
ID00972,0.081426461,0.08,0.394230769,C7,6112
ID00973,0.01119248,0.12,0.548076923,C2,27003
ID00974,1.110404951,0.14,0.509615385,C8,8794
ID00975,1.224981087,0,0.403846154,C9,17804
ID00976,1.15971361,0.05,0.673076923,C14,7788
ID00977,0.080849142,0.06,0.480769231,C7,6112
ID00978,0.958421473,0.17,0.807692308,C8,8794
ID00979,0.848621828,0.04,0.586538462,C13,5410
ID00980,0.880797693,0.09,0.509615385,C8,8794
ID00981,0.088339979,0.01,0.288461538,C10,73430
ID00982,1.045313005,0.23,0.509615385,C8,8794
ID00983,0.756332267,0.01,0.326923077,C8,8794
ID00984,0.623197184,0,0.519230769,C20,20905
ID00985,0.031981539,0.06,0.519230769,C2,27003
ID00986,1.15653418,0.11,0.403846154,C2,27003
ID00987,0.4202416,0.01,0.576923077,C10,73430
ID00988,0.223527784,0.02,0.442307692,C10,73430
ID00989,0.542260138,0.02,0.5,C3,4076
ID00990,0.290799287,0.04,0.346153846,C8,8794
ID00991,1.047733625,0.15,0.346153846,C8,8794
ID00992,1.121382712,0.11,0.403846154,C8,8794
ID00993,0.887453588,0.15,0.442307692,C10,73430
ID00994,1.105372976,0.02,0.711538462,C13,5410
ID00995,0.279965496,0,0.288461538,C8,8794
ID00996,0.483288159,0.11,0.413461538,C5,34738
ID00997,0.214614883,0.18,0.519230769,C8,8794
ID00998,1.199612277,0.13,0.701923077,C5,34738
ID00999,0.147595727,0.02,0.375,C3,4076
ID01000,1.090282714,0.03,0.567307692,C21,3264
ID01001,0.201709435,0.01,0.403846154,C3,4076
ID01002,0.429610887,0.04,0.519230769,C5,34738
ID01003,0.263419566,0.01,0.375,C5,34738
ID01004,0.032389734,0,0.615384615,C5,34738
ID01005,0.670207142,0.02,0.557692308,C11,6108
ID01006,1.227470736,0.01,0.509615385,C3,4076
ID01007,0.079521683,0,0.298076923,C3,4076
ID01008,1.188964108,0.07,0.778846154,C8,8794
ID01009,1.208719176,0.07,0.336538462,C8,8794
ID01010,0.481531221,0.05,0.442307692,C5,34738
ID01011,0.412388772,0.03,0.298076923,C3,4076
ID01012,0.767107441,0.03,0.596153846,C10,73430
